observed,resid,seasonal,timestamp,trend
32488348,-24802585.318136908,51056089.47112711,2013-07-01,6234843.847009799
29037390,-37529401.31128995,59490321.361246735,2013-07-02,7076469.95004322
27270770,-65044725.53037925,84397399.47730261,2013-07-03,7918096.053076641
18321185,-11928446.97579938,21489909.81968932,2013-07-04,8759722.156110061
11648749,51127037.04740979,-49085176.96850054,2013-07-05,9606888.921090752
36751272,120859458.86716172,-94562242.55323316,2013-07-06,10454055.68607144
8962232,92668732.24910837,-95007722.7001605,2013-07-07,11301222.45105213
57258266,38941906.72008868,6162227.099278204,2013-07-08,12154132.18063311
26798941,1169581.4690584373,12622317.620727472,2013-07-09,13007041.91021409
30696506,27192665.154295646,-10356110.794090718,2013-07-10,13859951.63979507
44075197,32146134.126125563,-2789722.173399154,2013-07-11,14718785.047273593
34183904,19448714.18776858,-842428.6425206922,2013-07-12,15577618.454752114
15164717,57862133.13762126,-59133867.9998519,2013-07-13,16436451.862230634
22615303,61641741.13931006,-56327799.72621991,2013-07-14,17301361.586909845
48128555,-40922993.3476206,70885277.03603154,2013-07-15,18166271.311589055
50622847,-62822582.259621754,94414248.22335349,2013-07-16,19031181.036268264
29015682,-33944039.73220512,43057422.28730598,2013-07-17,19902299.444899138
24234505,-27065945.590860188,30527032.737330176,2013-07-18,20773417.853530012
33680124,35422462.61609925,-23386874.87826014,2013-07-19,21644536.262160886
20439079,78530804.73927829,-80613697.15416494,2013-07-20,22521971.414886653
21142394,71219226.00603929,-73476238.57365172,2013-07-21,23399406.567612417
40448896,-27056862.59411758,43228916.8737794,2013-07-22,24276841.72033818
58136147,14575608.603799328,18399847.96458631,2013-07-23,25160690.43161436
48422518,19145818.1011174,3232160.7559920624,2013-07-24,26044539.14289054
57433418,29106106.83089231,1398923.314940974,2013-07-25,26928387.854166716
44721817,45315791.84354836,-28412698.550304804,2013-07-26,27818723.706756443
17194451,63451620.761646315,-74966229.32099248,2013-07-27,28709059.55934617
36255382,42038985.5067534,-35382998.918689296,2013-07-28,29599395.411935892
53512076,-27359867.63751965,50375682.68858014,2013-07-29,30496260.94893951
47481243,-38467856.23684046,54555972.75089733,2013-07-30,31393126.485943124
54569637,-47439619.81185706,69719264.78891031,2013-07-31,32289992.02294674
53369962,-37363987.28327745,57540541.071623564,2013-08-01,33193408.211653892
38064536,5374196.738390565,-1406485.1387516037,2013-08-02,34096824.40036104
21595789,21914862.419559956,-35319314.008628145,2013-08-03,35000240.58906819
45745254,61319001.11855981,-51483947.24128306,2013-08-04,35910200.12272325
43632203,-44244046.127505414,51056089.47112711,2013-08-05,36820159.65637831
50866184,-46354256.5512801,59490321.361246735,2013-08-06,37730119.19003337
43908081,-79135917.53633898,84397399.47730261,2013-08-07,38646599.05903638
44493490,-16559498.747728713,21489909.81968932,2013-08-08,39563078.928039394
33425186,42030804.17145813,-49085176.96850054,2013-08-09,40479558.79704241
20615307,73775030.96671762,-94562242.55323316,2013-08-10,41402518.586515546
55519543,108201787.32417181,-95007722.7001605,2013-08-11,42325478.37598869
94520502,45109836.735259965,6162227.099278204,2013-08-12,43248438.16546183
48720919,-8079224.028443031,12622317.620727472,2013-08-13,44177825.40771556
30541167,-4209934.855878562,-10356110.794090718,2013-08-14,45107212.64996928
42421222,-825655.7188238464,-2789722.173399154,2013-08-15,46036599.892223
41683536,-4446373.20636211,-842428.6425206922,2013-08-16,46972337.8488828
17670519,28896311.194309294,-59133867.9998519,2013-08-17,47908075.8055426
59703092,67187077.96401751,-56327799.72621991,2013-08-18,48843813.762202404
109184209,-11486885.232300311,70885277.03603154,2013-08-19,49785817.19626877
53675509,-91466559.85368861,94414248.22335349,2013-08-20,50727820.63033512
38184446,-56542800.35170747,43057422.28730598,2013-08-21,51669824.06440149
89130737,5985719.093922935,30527032.737330176,2013-08-22,52617985.16874689
37878575,7699303.605167855,-23386874.87826014,2013-08-23,53566146.273092285
44367268,70466657.77672726,-80613697.15416494,2013-08-24,54514307.37743769
43306288,61314036.828193806,-73476238.57365172,2013-08-25,55468489.74545791
74496541,-25155047.987257525,43228916.8737794,2013-08-26,56422672.113478124
45268028,-30508674.446084656,18399847.96458631,2013-08-27,57376854.481498346
46602319,-14966747.440536588,3232160.7559920624,2013-08-28,58336905.684544526
47518666,-13177214.20253168,1398923.314940974,2013-08-29,59296956.88759071
56488844,24644534.459667917,-28412698.550304804,2013-08-30,60257008.09063689
47655303,61398770.13315301,-74966229.32099248,2013-08-31,61222762.18783948
56239802,29434284.633647233,-35382998.918689296,2013-09-01,62188516.28504206
140844739,27314785.929175213,50375682.68858014,2013-09-02,63154270.38224465
80507880,-38173637.131379634,54555972.75089733,2013-09-03,64125544.3804823
33366708,-101449375.16763026,69719264.78891031,2013-09-04,65096818.37871995
38716505,-84892128.44858116,57540541.071623564,2013-09-05,66068092.376957595
38923186,-26714992.470878594,-1406485.1387516037,2013-09-06,67044663.6096302
34076183,1374262.1663253605,-35319314.008628145,2013-09-07,68021234.84230278
38796909,21283050.166307688,-51483947.24128306,2013-09-08,68997806.07497537
49312473,-71723061.75563017,51056089.47112711,2013-09-09,69979445.28450306
94684143,-35767262.85527748,59490321.361246735,2013-09-10,70961084.49403074
98944459,-57395664.18086104,84397399.47730261,2013-09-11,71942723.70355843
68573684,-25845420.466840535,21489909.81968932,2013-09-12,72929194.64715122
71655946,46825457.37775655,-49085176.96850054,2013-09-13,73915665.59074399
30975443,50635549.018896386,-94562242.55323316,2013-09-14,74902136.53433678
37059683,56174244.04831396,-95007722.7001605,2013-09-15,75893161.65184654
161656210,78609796.13136551,6162227.099278204,2013-09-16,76884186.7693563
76204815,-14292714.507593535,12622317.620727472,2013-09-17,77875211.88686606
42926608,-25587761.338234693,-10356110.794090718,2013-09-18,78870480.13232541
24778048,-52297978.20438562,-2789722.173399154,2013-09-19,79865748.37778477
28365762,-51652825.980723426,-842428.6425206922,2013-09-20,80861016.62324412
32406340,9680025.891070113,-59133867.9998519,2013-09-21,81860182.10878178
67514169,40982621.131900474,-56327799.72621991,2013-09-22,82859347.59431943
54658160,-100085630.11588864,70885277.03603154,2013-09-23,83858513.0798571
74250859,-105024629.52633001,94414248.22335349,2013-09-24,84861240.30297652
47274168,-81647221.81340191,43057422.28730598,2013-09-25,85863967.52609593
68718693,-48675034.486545525,30527032.737330176,2013-09-26,86866694.74921535
42166121,-22319658.04728229,-23386874.87826014,2013-09-27,87872653.92554243
39995798,31730882.05229543,-80613697.15416494,2013-09-28,88878613.10186951
34433848,18025514.295455128,-73476238.57365172,2013-09-29,89884572.27819659
28398050,-105724338.6047331,43228916.8737794,2013-09-30,90893471.7309537
19137499,-91164720.14829713,18399847.96458631,2013-10-01,91902371.18371081
11562708,-84580723.39245999,3232160.7559920624,2013-10-02,92911270.63646792
10101194,-85220677.1992205,1398923.314940974,2013-10-03,93922947.88427952
19907689,-46614237.58178629,-28412698.550304804,2013-10-04,94934625.13209109
26364686,5384612.941089809,-74966229.32099248,2013-10-05,95946302.37990268
38730653,-22847213.526551098,-35382998.918689296,2013-10-06,96960865.4452404
42797733,-105553378.19915824,50375682.68858014,2013-10-07,97975428.5105781
109806912,-43739052.32681315,54555972.75089733,2013-10-08,98989991.57591581
72422299,-97304980.7630863,69719264.78891031,2013-10-09,100008014.97417599
72094613,-86471966.44405973,57540541.071623564,2013-10-10,101026038.37243617
82674757,-17962819.631944753,-1406485.1387516037,2013-10-11,102044061.77069636
81901136,14153572.160944834,-35319314.008628145,2013-10-12,103066877.84768331
71149981,18544234.316612825,-51483947.24128306,2013-10-13,104089693.92467023
130315300,-25853299.47278428,51056089.47112711,2013-10-14,105112510.00165717
85704304,-79928788.90458398,59490321.361246735,2013-10-15,106142771.54333724
100948091,-90622341.5623199,84397399.47730261,2013-10-16,107173033.0850173
87203217,-42489987.446386665,21489909.81968932,2013-10-17,108203294.62669735
98151450,37990798.75822182,-49085176.96850054,2013-10-18,109245828.21027872
53148443,37422323.75937308,-94562242.55323316,2013-10-19,110288361.79386008
47766681,31443508.322719052,-95007722.7001605,2013-10-20,111330895.37744145
106030290,-12525680.401214667,6162227.099278204,2013-10-21,112393743.30193646
145611496,19532587.15284107,12622317.620727472,2013-10-22,113456591.22643146
106093112,1929783.6431642473,-10356110.794090718,2013-10-23,114519439.15092647
69530830,-43293459.054177165,-2789722.173399154,2013-10-24,115614011.22757632
69936453,-45929701.661705434,-842428.6425206922,2013-10-25,116708583.30422613
55752506,-2916781.3810240775,-59133867.9998519,2013-10-26,117803155.38087597
68007543,5266476.357853368,-56327799.72621991,2013-10-27,119068866.36836654
129993375,-61226479.39188862,70885277.03603154,2013-10-28,120334577.35585707
102050144,-113964392.56670111,94414248.22335349,2013-10-29,121600288.34334762
109663260,-56360445.716731325,43057422.28730598,2013-10-30,122966283.42942534
90926701,-63932610.252833225,30527032.737330176,2013-10-31,124332278.51550305
150904945,48593546.27667937,-23386874.87826014,2013-11-01,125698273.60158077
62132300,15646486.96535337,-80613697.15416494,2013-11-02,127099510.18881157
68707870,13683361.797609344,-73476238.57365172,2013-11-03,128500746.77604237
300027403,126896502.76294746,43228916.8737794,2013-11-04,129901983.36327316
180904814,31165350.293637745,18399847.96458631,2013-11-05,131339615.74177594
181474910,45465501.12372922,3232160.7559920624,2013-11-06,132777248.12027872
167963464,32349660.18627754,1398923.314940974,2013-11-07,134214880.49878149
231749471,124472472.78924784,-28412698.550304804,2013-11-08,135689696.76105696
126467028,64268744.2976601,-74966229.32099248,2013-11-09,137164513.0233324
164813471,61557140.63308145,-35382998.918689296,2013-11-10,138639329.28560784
147986439,-42540694.71230881,50375682.68858014,2013-11-11,140151451.02372867
148469647,-47749898.512746796,54555972.75089733,2013-11-12,141663572.76184946
174554976,-38339983.28888057,69719264.78891031,2013-11-13,143175694.49997026
167996058,-34268367.12796843,57540541.071623564,2013-11-14,144723884.05634487
124270704,-20594884.473967813,-1406485.1387516037,2013-11-15,146272073.61271942
118085705,5584755.839534119,-35319314.008628145,2013-11-16,147820263.16909403
111786622,13867989.785720557,-51483947.24128306,2013-11-17,149402579.4555625
195766477,-6274508.213158086,51056089.47112711,2013-11-18,150984895.74203098
131365419,-80692114.38974619,59490321.361246735,2013-11-19,152567212.02849945
166163002,-72414704.16735041,84397399.47730261,2013-11-20,154180306.6900478
221166938,43883626.828714564,21489909.81968932,2013-11-21,155793401.35159612
128528687,20207367.955356076,-49085176.96850054,2013-11-22,157406496.01314446
89109018,24625475.584290102,-94562242.55323316,2013-11-23,159045784.96894306
102394991,36717639.77541888,-95007722.7001605,2013-11-24,160685073.92474163
147143602,-21342987.979818426,6162227.099278204,2013-11-25,162324362.88054022
258037702,81431709.62501612,12622317.620727472,2013-11-26,163983674.7542564
134774128,-20512747.833881825,-10356110.794090718,2013-11-27,165642986.62797254
139760425,-24752151.328289535,-2789722.173399154,2013-11-28,167302298.5016887
122536344,-45593867.303643316,-842428.6425206922,2013-11-29,168972639.946164
116865492,5356378.609212562,-59133867.9998519,2013-11-30,170642981.39063933
137889992,21904468.89110525,-56327799.72621991,2013-12-01,172313322.83511466
345313258,100444667.65299293,70885277.03603154,2013-12-02,173983313.31097552
268666856,-1400696.010189876,94414248.22335349,2013-12-03,175653303.7868364
219456372,-924344.5500032008,43057422.28730598,2013-12-04,177323294.26269722
190825287,-18682010.99609203,30527032.737330176,2013-12-05,178980265.25876185
152197159,-5053202.376566317,-23386874.87826014,2013-12-06,180637236.25482646
138882605,37202094.90327388,-80613697.15416494,2013-12-07,182294207.25089106
124886903,14435546.689298972,-73476238.57365172,2013-12-08,183927594.88435274
174652812,-54137087.39159383,43228916.8737794,2013-12-09,185560982.51781443
179471612,-26122606.11586242,18399847.96458631,2013-12-10,187194370.1512761
239916977,47890206.03607377,3232160.7559920624,2013-12-11,188794610.20793417
140360007,-51433766.579533204,1398923.314940974,2013-12-12,190394850.26459223
164672690,1090298.2290545441,-28412698.550304804,2013-12-13,191995090.32125026
129045596,10457506.193941846,-74966229.32099248,2013-12-14,193554319.12705064
205882387,46151837.98583828,-35382998.918689296,2013-12-15,195113547.93285102
196489931,-50558528.427231535,50375682.68858014,2013-12-16,196672776.7386514
193980797,-58760863.697234675,54555972.75089733,2013-12-17,198185687.94633734
180215804,-89202059.94293357,69719264.78891031,2013-12-18,199698599.15402326
233631357,-25120694.43333274,57540541.071623564,2013-12-19,201211510.36170918
133867400,-67400636.1276865,-1406485.1387516037,2013-12-20,202674521.2664381
112000779,-56817439.16253887,-35319314.008628145,2013-12-21,204137532.17116702
154543217,426621.1653871238,-51483947.24128306,2013-12-22,205600543.07589594
198747367,-59322065.798638895,51056089.47112711,2013-12-23,207013343.3275118
305406334,37489869.059625655,59490321.361246735,2013-12-24,208426143.5791276
380076148,85839804.69195396,84397399.47730261,2013-12-25,209838943.83074343
220287409,-12403929.280057803,21489909.81968932,2013-12-26,211201428.46036848
211118967,47640230.87850703,-49085176.96850054,2013-12-27,212563913.0899935
192808006,73443850.8336146,-94562242.55323316,2013-12-28,213926397.71961856
161473347,41242345.060279965,-95007722.7001605,2013-12-29,215238724.63988054
286358778,63645499.34057928,6162227.099278204,2013-12-30,216551051.56014252
265851934,35366237.89886806,12622317.620727472,2013-12-31,217863378.48040447
330926565,122156586.67779934,-10356110.794090718,2014-01-01,219126089.11629137
434956739,217357661.4212209,-2789722.173399154,2014-01-02,220388799.75217825
342074805,121265723.2544556,-842428.6425206922,2014-01-03,221651510.3880651
186085910,22354269.328167155,-59133867.9998519,2014-01-04,222865508.67168474
206030707,38278999.77091558,-56327799.72621991,2014-01-05,224079506.95530432
442494042,146315259.72504455,70885277.03603154,2014-01-06,225293505.2389239
589726496,268853103.41470695,94414248.22335349,2014-01-07,226459144.36193958
264025160,-6657045.772261202,43057422.28730598,2014-01-08,227624783.48495522
280698487,21381031.65469896,30527032.737330176,2014-01-09,228790422.60797086
237797636,31275216.189379785,-23386874.87826014,2014-01-10,229909294.68888035
243403438,92988968.38437513,-80613697.15416494,2014-01-11,231028166.76978981
228255344,69584543.72295247,-73476238.57365172,2014-01-12,232147038.85069925
447207050,170755255.25940645,43228916.8737794,2014-01-13,233222877.86681414
356907128,104208563.15248466,18399847.96458631,2014-01-14,234298716.88292903
391408718,152802001.34496406,3232160.7559920624,2014-01-15,235374555.8990439
374947083,137137461.42341512,1398923.314940974,2014-01-16,236410698.2616439
345426853,136392710.92606091,-28412698.550304804,2014-01-17,237446840.6242439
233200688,69683934.3341486,-74966229.32099248,2014-01-18,238482982.98684388
185082022,-19016802.521834925,-35382998.918689296,2014-01-19,239481823.44052422
335761027,44904680.41721533,50375682.68858014,2014-01-20,240480663.89420453
412854611,116819133.9012178,54555972.75089733,2014-01-21,241479504.34788486
498730606,186569022.683753,69719264.78891031,2014-01-22,242442318.52733666
481450097,180504423.22158796,57540541.071623564,2014-01-23,243405132.70678848
614103894,371142432.2525114,-1406485.1387516037,2014-01-24,244367946.88624027
440854623,230877641.8090902,-35319314.008628145,2014-01-25,245296295.19953793
528402520,333661823.72844756,-51483947.24128306,2014-01-26,246224643.51283553
657199484,358990402.7027398,51056089.47112711,2014-01-27,247152991.82613316
843424742,535885631.4583641,59490321.361246735,2014-01-28,248048789.1803891
952479658,619137671.9880524,84397399.47730261,2014-01-29,248944586.53464502
227916211,-43414082.708590254,21489909.81968932,2014-01-30,249840383.88890094
87324175,-114295558.86285748,-49085176.96850054,2014-01-31,250704910.83135802
64287172,-92720023.22058187,-94562242.55323316,2014-02-01,251569437.77381504
57912761,-99513481.01611155,-95007722.7001605,2014-02-02,252433964.71627206
84329848,-175100660.79068303,6162227.099278204,2014-02-03,253268281.69140482
83653646,-183071270.28726503,12622317.620727472,2014-02-04,254102598.66653755
209043990,-35536814.8475796,-10356110.794090718,2014-02-05,254936915.64167032
227860276,-25091162.499395903,-2789722.173399154,2014-02-06,255741160.67279506
578818221,323115243.93860084,-842428.6425206922,2014-02-07,256545405.70391983
358255468,160039685.26480734,-59133867.9998519,2014-02-08,257349650.73504457
341911234,140114707.21454716,-56327799.72621991,2014-02-09,258124326.51167274
647465140,317680860.6756676,70885277.03603154,2014-02-10,258899002.2883009
818803205,464715278.7117175,94414248.22335349,2014-02-11,259673678.06492907
763009770,459531985.19901705,43057422.28730598,2014-02-12,260420362.513677
626698794,335004714.3002449,30527032.737330176,2014-02-13,261167046.9624249
490710434,252183577.4670873,-23386874.87826014,2014-02-14,261913731.41117284
255393179,73371422.5300133,-80613697.15416494,2014-02-15,262635453.62415165
331324628,141443690.7365213,-73476238.57365172,2014-02-16,263357175.83713043
706118060,398810245.0761113,43228916.8737794,2014-02-17,264078898.05010924
593563145,310384861.3150502,18399847.96458631,2014-02-18,264778435.7203635
408367966,139657831.85339022,3232160.7559920624,2014-02-19,265477973.39061773
478925191,211348756.62418705,1398923.314940974,2014-02-20,266177511.060872
353981687,115537542.16709837,-28412698.550304804,2014-02-21,266856843.38320643
282022706,89452759.61545165,-74966229.32099248,2014-02-22,267536175.70554084
337053711,104221201.89081402,-35382998.918689296,2014-02-23,268215508.02787527
656317045,337065728.929697,50375682.68858014,2014-02-24,268875633.38172287
563505889,239414157.51353222,54555972.75089733,2014-02-25,269535758.73557043
680801145,340885996.1216717,69719264.78891031,2014-02-26,270195884.089418
672909288,344533478.2811016,57540541.071623564,2014-02-27,270835268.64727485
428721754,158653585.93361995,-1406485.1387516037,2014-02-28,271474653.20513165
362865580,126070856.24563964,-35319314.008628145,2014-03-01,272114037.7629885
276202230,54957396.474509954,-51483947.24128306,2014-03-02,272728780.7667731
505305862,180906248.75831532,51056089.47112711,2014-03-03,273343523.7705576
524146340,190697751.86441115,59490321.361246735,2014-03-04,273958266.7743421
454295491,95355130.73345917,84397399.47730261,2014-03-05,274542960.7892382
561787770,265170205.37617648,21489909.81968932,2014-03-06,275127654.8041342
380139779,153512607.14947033,-49085176.96850054,2014-03-07,275712348.8190302
243274169,61573785.28731246,-94562242.55323316,2014-03-08,276262626.2659207
244752519,62947337.98734939,-95007722.7001605,2014-03-09,276812903.7128111
497338076,213812667.7410202,6162227.099278204,2014-03-10,277363181.1597016
430500816,140003295.98027855,12622317.620727472,2014-03-11,277875202.39899397
377007897,108976784.1558043,-10356110.794090718,2014-03-12,278387223.6382864
346286910,70177387.29582036,-2789722.173399154,2014-03-13,278899244.8775788
315897431,37371250.54169205,-842428.6425206922,2014-03-14,279368609.10082865
287407002,66702896.67577346,-59133867.9998519,2014-03-15,279837973.32407844
269387391,45407853.178891614,-56327799.72621991,2014-03-16,280307337.5473283
339008082,-12606159.607761204,70885277.03603154,2014-03-17,280728964.57172966
435479117,59914277.18051554,94414248.22335349,2014-03-18,281150591.59613097
359014064,34384423.092161685,43057422.28730598,2014-03-19,281572218.62053233
365011495,52543994.99811139,30527032.737330176,2014-03-20,281940467.26455843
282351818,23429976.969675545,-23386874.87826014,2014-03-21,282308715.9085846
191700135,-10363132.398445755,-80613697.15416494,2014-03-22,282676964.5526107
167456369,-42054007.99888219,-73476238.57365172,2014-03-23,282986615.5725339
313180334,-13344849.466236457,43228916.8737794,2014-03-24,283296266.59245706
314345006,12339240.423033424,18399847.96458631,2014-03-25,283605917.61238027
272935544,-14148241.700804718,3232160.7559920624,2014-03-26,283851624.94481266
266231082,-19265173.59218602,1398923.314940974,2014-03-27,284097332.27724504
225966355,-29963986.05937269,-28412698.550304804,2014-03-28,284343039.6096775
160250985,-49302753.36367445,-74966229.32099248,2014-03-29,284519967.68466693
205533934,-43779962.840967074,-35382998.918689296,2014-03-30,284696895.75965637
398884905,63635398.47677405,50375682.68858014,2014-03-31,284873823.8346458
453320585,113786568.36433221,54555972.75089733,2014-04-01,284978043.88477045
355347118,545589.2761945873,69719264.78891031,2014-04-02,285082263.9348951
363877120,21150094.943356693,57540541.071623564,2014-04-03,285186483.98501974
251895894,-31737795.906401597,-1406485.1387516037,2014-04-04,285040175.0451532
202336542,-47238010.09665845,-35319314.008628145,2014-04-05,284893866.1052866
129477254,-103786355.924137,-51483947.24128306,2014-04-06,284747557.16542006
196936223,-138599219.97780514,51056089.47112711,2014-04-07,284479353.50667804
354770149,11068677.790817231,59490321.361246735,2014-04-08,284211149.84793603
383347565,15007219.333503425,84397399.47730261,2014-04-09,283942946.18919396
386567460,81425858.81748344,21489909.81968932,2014-04-10,283651691.36282724
237829882,3554622.4320400804,-49085176.96850054,2014-04-11,283360436.53646046
177642053,-10864886.156860515,-94562242.55323316,2014-04-12,283069181.7100937
208172985,20422764.119303048,-95007722.7001605,2014-04-13,282757943.58085746
309853269,21244336.44910056,6162227.099278204,2014-04-14,282446705.45162123
428681231,133923446.0568875,12622317.620727472,2014-04-15,282135467.322385
387847838,116396763.3496246,-10356110.794090718,2014-04-16,281807185.4444661
355792647,77103465.606852,-2789722.173399154,2014-04-17,281478903.56654716
239300383,-41007810.04610756,-842428.6425206922,2014-04-18,281150621.68862826
268729366,47055608.82026847,-59133867.9998519,2014-04-19,280807625.17958343
191259529,-32877299.944318697,-56327799.72621991,2014-04-20,280464628.6705386
301134667,-49872242.19752532,70885277.03603154,2014-04-21,280121632.1614938
285248757,-88931273.62304936,94414248.22335349,2014-04-22,279765782.3996959
313677307,-8790047.92520389,43057422.28730598,2014-04-23,279409932.6378979
318358891,8777775.38656988,30527032.737330176,2014-04-24,279054082.87609994
220927432,-34372612.046699464,-23386874.87826014,2014-04-25,278686918.9249596
151625415,-46080642.819654316,-80613697.15416494,2014-04-26,278319754.97381926
146837951,-57638401.449027136,-73476238.57365172,2014-04-27,277952591.02267885
324937272,4132941.802414432,43228916.8737794,2014-04-28,277575413.32380617
330607104,35009020.41048033,18399847.96458631,2014-04-29,277198235.62493336
260091330,-19961888.68205268,3232160.7559920624,2014-04-30,276821057.9260606
193045106,-84788837.95761447,1398923.314940974,2014-05-01,276435020.6426735
125336258,-122300026.80898145,-28412698.550304804,2014-05-02,276048983.35928625
185094488,-15602228.75490658,-74966229.32099248,2014-05-03,275662946.07589906
303087562,63201483.93768351,-35382998.918689296,2014-05-04,275269076.9810058
